"Study_No"	"Study_ID"	"Arm_ID"	"Year"	"Drug"	"No_randomised"	"OverallEfficM"	"OverallEfficSD"	"OverallEfficN"	"PosM"	"PosSD"	"PosN"	"NegM"	"NegSD"	"NegN"	"DeprM"	"DeprSD"	"DeprN"	"QolM"	"QolSD"	"QolN"	"SocialFunctM"	"SocialFunctSD"	"SocialFunctN"	"WeightContM"	"WeightContSD"	"WeightContN"	"DefCritWeightGainDich"	"WeightDichN"	"ProlactinM"	"ProlactinSD"	"ProlactinN"	"ProlactinHyperDichN"	"QTcM"	"QTcSD"	"QTcN"	"QTcProlongN"	"NResponseMain"	"NReponseMainDef"	"NResponse50"	"NResponse20"	"DropoutInefficacy"	"DropoutTotal"	"SedationN"	"AntiParkinMedN"	"AkathisiaN"	"LibidoDecrAllN"	"LibidoIncrAllN"	"ErectileDysfunctionN"	"EjaculationDysfunctionN"	"AmenorrheaN"	"GalactorrhoeaN"	"TachykardiaN"	"BradykardiaN"	"ArrhythmiaN"	"ConstipationN"	"BlurredVisionN"	"UrinaryRetentionN"	"DryMouthN"	"HypotensionN"	"SeizuresN"	"LeukopeniaN"	"AgranulozytosisN"	"MaligNeuroSyndrN"	"PulmonaryEmbolismN"	"StrokeN"	"DeepVeinThrombosisN"	"DeathAllN"	"Randomisation"	"Allocation"	"BlindPersonalPatients"	"BlindOutcomeAssesment"	"MissingOutcomes"	"SelectiveReporting"	"OtherBias"	"MeanDose"	"DoseOlaEquivalent"	"Sponsor"	"Duration"	"DoseFixFlex"	"MeanAge"	"DurationIllYears"	"Diag_crit"	"NumberSites"	"ComplITT"	"Placebo"	"BaselineSeverity"	"No_male"	"Blinding_type"	"CalculatedSD"	"PlaceboChange"	"FailedStudy"	"CholinergicN"	"SexualSideEffN"	"RoBCategory"	"HighRoB"
"412"	1265	"Edwards 1980"	3855	1980	"Sulpiride"	19	31.5	11.3430620742468	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.2	12.7224433371288	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	"at least moderately improved on CGI"	NA	NA	NA	2	0	2	3	NA	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	1212	30.3	0	6	2	NA	NA	"Clinical Diagnosis"	1	2	0	111	15	2	8	NA	0	0	2	2	0
"413"	1265	"Edwards 1980"	3856	1980	"Trifluoperazine"	19	36.1	11.3430620742468	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.5	12.7224433371288	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	"at least moderately improved on CGI"	NA	NA	NA	1	1	2	2	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	27.7	27.7	0	6	2	NA	NA	"Clinical Diagnosis"	1	2	0	108	18	2	8	NA	0	1	1	2	0
"414"	1277	"Freeman 1969"	3879	1969	"Molindone"	20	-23	16.0904480490406	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.5	3.61969389008628	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	"moderate-marked improvement"	NA	NA	NA	0	3	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	1	-1	1	1	80	16	1	8	2	43	NA	"Clinical Diagnosis"	NA	2	0	101	8	2	5	NA	0	NA	NA	2	0
"415"	1277	"Freeman 1969"	3880	1969	"Trifluoperazine"	20	-18	16.0904480490406	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	3.61969389008628	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"moderate-marked improvement"	NA	NA	NA	2	4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	40	40	0	8	2	42	NA	"Clinical Diagnosis"	NA	2	0	89	9	2	5	NA	0	NA	NA	2	0
"416"	1296	"Hall 1968"	3921	1968	"Haloperidol"	25	43.8	12.3762000170927	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	"at least moderate improved"	NA	NA	NA	5	NA	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	1	1	1	1	6.95	13.9	0	12	2	NA	NA	"Clinical Diagnosis"	1	1	0	144	25	2	10	NA	0	NA	NA	1	0
"417"	1296	"Hall 1968"	3922	1968	"Fluphenazine"	25	45.3	12.3762000170927	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"at least moderate improved"	NA	NA	NA	5	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	1	1	1	1	1	17.86	29.7666666666667	0	12	2	NA	NA	"Clinical Diagnosis"	1	1	0	144	25	2	10	NA	0	NA	NA	1	0
"418"	1309	"Kramer 1978"	3947	1978	"Loxapine"	29	22.93	11.3430620742468	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	18	NA	3	NA	NA	NA	NA	NA	NA	25	NA	NA	5	7	NA	7	9	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	78	25.74	1	4	2	30.4	NA	"DSM-II"	1	2	0	102	11	2	8	NA	0	7	NA	2	0
"419"	1309	"Kramer 1978"	3948	1978	"Thioridazine"	27	25.29	11.3430620742468	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	17	NA	2	NA	NA	NA	NA	NA	NA	22	NA	NA	4	6	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	526	21.04	0	4	2	32.9	NA	"DSM-II"	1	2	0	103	10	2	8	NA	0	7	NA	2	0
"420"	1315	"Moyano 1975"	3959	1975	"Loxapine"	25	28.43	12.3762000170927	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	"excellent or good response"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	50	16.5	1	12	2	45.5	NA	"Clinical Diagnosis"	1	2	0	95	16	2	10	NA	0	NA	NA	2	0
"421"	1315	"Moyano 1975"	3960	1975	"Trifluoperazine"	24	34.5	12.3762000170927	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	"excellent or good response"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	30	30	0	12	2	48.5	NA	"Clinical Diagnosis"	1	2	0	95	14	2	10	NA	0	NA	NA	2	0
"422"	1326	"Shah 2011"	3985	2011	"Olanzapine"	105	-41.3	16.31	100	-11.6	4.54	100	-9.9	3.34	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3.61969389008628	105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87	"at least 30% reduction in
total PANSS score compared to baseline in any visit"	NA	NA	2	18	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	-1	0	12.5	12.5	0	6	2	34.27	NA	"DSM-IV"	13	1	0	96.4	68	2	2	NA	0	NA	NA	2	0
"423"	1326	"Shah 2011"	3986	2011	"Paliperidone"	109	-41.5	16.31	106	-12.3	4.54	106	-9.8	3.34	106	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	3.61969389008628	109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	"at least 30% reduction in
total PANSS score compared to baseline in any visit"	NA	NA	0	15	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	-1	0	7.5	16.65	1	6	2	33.37	NA	"DSM-IV"	13	1	0	96.1	70	2	2	NA	0	NA	NA	2	0
"424"	1340	"Chouinard 1970"	4014	1970	"Fluphenazine"	10	33	12.3762000170927	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	1	1	9	15	0	12	1	46.7	NA	"Clinical Diagnosis"	1	NA	0	91	3	2	6	NA	0	NA	NA	2	0
"425"	1340	"Chouinard 1970"	4015	1970	"Pimozide"	10	30.9	12.3762000170927	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	1	1	12	30	0	12	1	43.4	NA	"Clinical Diagnosis"	1	NA	0	102	5	2	6	NA	0	NA	NA	2	0
"426"	1347	"Luckey 1967"	4031	1967	"Haloperidol"	13	-13.5	16.0904480490406	11	NA	NA	NA	NA	NA	NA	-1.2	3.7889217522752	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	1	1	10	20	0	12	2	NA	NA	"Clinical Diagnosis"	1	NA	0	109	NA	2	9	NA	0	NA	NA	2	0
"427"	1347	"Luckey 1967"	4032	1967	"Trifluoperazine"	13	-5.7	16.0904480490406	10	NA	NA	NA	NA	NA	NA	0.3	3.7889217522752	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	1	1	20	20	0	12	2	NA	NA	"Clinical Diagnosis"	1	NA	0	111	NA	2	9	NA	0	NA	NA	2	0
"428"	1363	"Moore 1975"	4065	1975	"Chlorpromazine"	29	-18.57	16.0904480490406	29	NA	NA	NA	NA	NA	NA	-0.84	3.7889217522752	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	"good-excellent overall clinical response"	NA	NA	1	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	1	1	430	14.19	NA	6	2	35.1	NA	"Clinical Diagnosis"	1	1	0	NA	NA	2	5	NA	0	NA	NA	2	0
"429"	1363	"Moore 1975"	4066	1975	"Loxapine"	29	-28.33	16.0904480490406	28	NA	NA	NA	NA	NA	NA	-1.3	3.7889217522752	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	"good-excellent overall clinical response"	NA	NA	1	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	1	1	36	11.88	NA	6	2	39.3	NA	"Clinical Diagnosis"	1	1	0	NA	NA	2	5	NA	0	NA	NA	2	0
"430"	1379	"Pichot 1983"	4103	1983	"Chlorpromazine"	28	47.4	12.3762000170927	28	NA	NA	NA	NA	NA	NA	12.3	5.43	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	1	256	8.448	0	3	1	32.2	NA	"Clinical Diagnosis"	13	1	0	124	16	2	6	NA	0	NA	NA	1	0
"431"	1379	"Pichot 1983"	4104	1983	"Sulpiride"	33	44	12.3762000170927	33	NA	NA	NA	NA	NA	NA	8.9	5.43	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	1	1050	26.25	0	3	1	34.7	NA	"Clinical Diagnosis"	13	1	0	116	11	2	6	NA	0	NA	NA	1	0
"432"	1382	"Svestka 1990"	4109	1990	"Haloperidol"	18	20.7	11.3430620742468	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	11	22	NA	8	2	33	7.7	"ICD-9"	NA	NA	0	107	10	2	8	NA	0	NA	NA	2	0
"433"	1382	"Svestka 1990"	4110	1990	"Risperidone"	18	24.7	11.3430620742468	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	11	36.6666666666667	NA	8	2	37	8.3	"ICD-9"	NA	NA	0	118	11	2	8	NA	0	NA	NA	2	0
"434"	1406	"NCT01098110"	4158	2015	"Placebo"	174	-0.95	20.18	174	-0.85	6.56	174	-0.24	5.22	174	-0.13	3.06	174	NA	NA	NA	NA	NA	NA	-1.76	2.45	174	"? 7 % of base-
line body weight"	0	-27.79	46.25	174	18	NA	NA	NA	NA	36	"30% or greater reduction from baseline in PANSS total score at Day 42"	8	52	27	94	3	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	1	0	NA	0	6	1	41.11	NA	"DSM-IV-TR"	NA	1	1	94.51	81	2	4	-0.95	0	11	NA	1	0
"435"	1406	"NCT01098110"	76211	2015	"Asenapine"	358	-13.2187464387464	20.2212213109416	351	-4.4722792022792	6.54150913885962	351	-2.99971428571429	5.21671904866009	350	-1.6108547008547	3.09030067207795	351	NA	NA	NA	NA	NA	NA	0.617777777777778	2.78114857018116	351	NA	NA	-15.5618803418803	44.6760325318744	351	104	NA	NA	NA	NA	146	"30% or greater reduction from baseline in PANSS total score at Day 42"	65	183	22	135	39	NA	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	1	15.0837988826816	15.0837988826816	1	6	1	41.5675977653631	NA	"DSM-IV-TR"	NA	1	1	93.4331843575419	174	2	4	NA	0	23	NA	1	0
"436"	1408	"NCT01617187"	4163	2015	"Asenapine"	113	-21.7	16.86	111	-7.2	6.01	111	-4.3	5.06	111	-3.4	3.69	111	NA	NA	NA	NA	NA	NA	1.3	3.51	113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	"?30%
Reduction From Baseline in PANSS Total Score at Day 42"	NA	NA	22	46	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	1	10	10	1	6	1	39.1	NA	"DSM-IV-TR"	NA	1	1	95.8	69	2	1	NA	0	2	NA	1	0
"437"	1408	"NCT01617187"	4164	2015	"Olanzapine"	46	-21.6	15.56	45	-7.5	5.57	45	-3.8	4.56	45	-3.1	3.35	45	NA	NA	NA	NA	NA	NA	2.4	3.19	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	"?30%
Reduction From Baseline in PANSS Total Score at Day 42"	NA	NA	1	11	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	1	15	15	0	6	1	40.8	NA	"DSM-IV-TR"	NA	1	1	92.7	28	2	1	NA	0	5	NA	1	0
"438"	1408	"NCT01617187"	4165	2015	"Placebo"	103	-16.2	17.01	99	-5.4	6.07	99	-3.2	5.07	99	-3	3.78	99	NA	NA	NA	NA	NA	NA	0.3	3.52	101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	"?30%
Reduction From Baseline in PANSS Total Score at Day 42"	NA	NA	21	41	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	1	0	NA	0	6	1	41.4	NA	"DSM-IV-TR"	NA	1	1	93.4	54	2	1	-16.2	0	1	NA	1	0
"439"	1415	"NCT00905307"	4180	2015	"Aripiprazole"	50	-17.98	21.32	50	-6.6	7.16	50	-3	5.74	50	NA	NA	NA	NA	NA	NA	-10.66	13.13	50	0.3	2.7	50	"at least 7% increase"	2	-9.68	19.9	50	NA	NA	NA	NA	NA	30	"30% or greater reduction PANSS"	NA	NA	4	16	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	15	10.0671140939597	1	6	1	40.8	NA	"DSM-IV-TR"	74	1	1	97.1	34	2	1	NA	1	1	NA	1	0
"440"	1415	"NCT00905307"	4183	2015	"Brexpiprazole"	90	-16.19	18.55	90	-4.94	6.17	90	-3.84	5.09	90	NA	NA	NA	NA	NA	NA	-10.67	15.21	84	1.4	4.3	90	"at least 7% increase"	10	-2.7	18.99	90	NA	NA	NA	NA	NA	42	"30% or greater reduction PANSS"	NA	NA	5	37	3	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	2.5	12.5	1	6	1	37.4	NA	"DSM-IV-TR"	74	1	1	98.6	60	2	1	NA	1	2	NA	1	0
"441"	1415	"NCT00905307"	4185	2015	"Placebo"	95	-14.4	20.13	93	-4.82	6.34	93	-3.17	4.88	95	NA	NA	NA	NA	NA	NA	-7.56	14.9	90	0.2	2.3	93	"at least 7% increase"	7	-13.06	36.59	93	NA	NA	NA	NA	NA	47	"reduction of ? 30% from baseline in PANSS Total Score; or a CGI–I score of 1 (very
much improved) or 2 (much improved) at Week 6"	NA	NA	8	42	2	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	0	NA	0	6	1	38.8	NA	"DSM-IV-TR"	74	1	1	NA	58	2	1	-14.4	1	8	NA	1	0
"442"	2798	"Litman 2016"	7675	2016	"Placebo"	55	0.99	11.14	53	-0.22	3.28	53	0.33	4.44	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	4.4	55	"reported as AE"	NA	16	6	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	15	1	NA	1	NA	NA	NA	NA	NA	0	3	NA	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	1	0	NA	0	4	1	36.9	NA	"DSM-IV"	3	1	1	93.6	44	2	1	0.99	0	5	0	1	0
"443"	2798	"Litman 2016"	7676	2016	"Risperidone"	31	-8.78	6.46	30	-2.75	2.9	30	-2.98	2.79	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	2.7	31	"reported as AE"	NA	43	5	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	3	NA	3	NA	NA	NA	NA	NA	2	1	NA	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	1	4	13.3333333333333	1	4	1	39	NA	"DSM-IV"	3	1	1	91	26	2	1	NA	0	2	2	1	0
"444"	3017	"Loebel 2015a"	7985	2015	"Lurasidone"	199	-24.9	19.69974619	198	NA	NA	NA	NA	NA	NA	-3.7	5.470082266	178	-0.095	0.236753036	173	-15.8	14.63409717	198	0.275510204	3.607759812	98	"<7% increase in weight at enpdoint"	3	-7.08631578928421	28.5658173	95	NA	NA	NA	NA	0	53	"20% or Greater Improvement"	NA	53	15	53	6	9	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	97.37	12.17125	1	6	1	40.5	14.1	"DSM-IV-TR"	64	1	1	96.7	119	2	1	NA	0	6	NA	1	0
"445"	3017	"Loebel 2015a"	8166	2015	"Placebo"	112	-14.5	20.00187991	112	NA	NA	NA	NA	NA	NA	-1.7	5.507921568	108	0.042	0.233424506	103	-9.2	14.81620734	112	0.1	2.5	112	"<7% increase in weight at enpdoint"	3	-4.54	33.6	112	NA	NA	NA	NA	0	73	"20% or Greater Improvement"	NA	73	18	42	2	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	0	NA	0	6	1	40.7	14.2	"DSM-IV-TR"	64	1	1	97.8	78	2	1	-14.5	0	2	NA	1	0
"446"	3114	"DeMartinis 2012"	7859	2013	"Risperidone"	37	-19.05	14.70557228	26	-7.13	4.665602855	26	-2.51	4.018027377	26	-4.31	2.896243084	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	NA	NA	NA	0	NA	NA	NA	NA	0	12	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0	0	0	1	1	1	1	1	6	20	1	4	1	41.3	NA	"DSM-IV-TR"	29	1	1	NA	25	2	1	NA	0	2	NA	1	0
"447"	3114	"DeMartinis 2012"	8261	2013	"Placebo"	74	-10.82	15.11253149	63	-4.13	4.76235236	63	-1.25	4.119434791	63	-2.63	2.936783955	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	0	NA	NA	NA	NA	5	14	3	NA	1	NA	NA	NA	NA	NA	NA	0	NA	NA	6	NA	NA	2	NA	NA	NA	4	NA	NA	NA	NA	0	0	0	1	1	1	1	1	0	NA	0	4	1	41.2	NA	"DSM-IV-TR"	29	1	1	NA	56	2	1	-10.82	0	6	NA	1	0
"448"	3171	"NCT00563706"	7916	2014	"Risperidone"	43	-15.59	18.1019336	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"adverse event"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11	2	NA	3	NA	NA	NA	NA	NA	0	2	NA	NA	3	1	NA	3	0	NA	NA	0	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	4	13.3333333333333	0	4	1	42.72	NA	"DSM-IV-TR"	33	1	1	91.43	33	2	1	NA	1	3	0	1	0
"449"	3171	"NCT00563706"	8318	2014	"Placebo"	37	-17.03	16.45144674	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"adverse event"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	17	2	NA	2	NA	NA	NA	NA	NA	0	0	NA	NA	0	0	NA	1	0	NA	NA	0	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	0	NA	0	4	1	42.05	NA	"DSM-IV-TR"	33	1	1	94.74	29	2	1	-17.03	1	1	0	1	0
"450"	3279	"Canive 2006"	8830	2006	"Risperidone"	4	70.6	16.7527700885113	4	15.74	7.04251822153116	4	21.25	7.23645855478829	4	6.86	3.38877357810113	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	-1	1	1	6	20	0	8	2	43	NA	"DSM-IV"	NA	2	0	77	NA	2	15	NA	0	NA	NA	2	0
"451"	3279	"Canive 2006"	8974	2006	"Olanzapine"	5	57.8	16.7527700885113	5	14.35	7.04251822153116	5	15.9	7.23645855478829	5	1.42	3.38877357810113	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	-1	1	1	15	15	1	8	2	41.7	NA	"DSM-IV"	NA	2	0	84.2	NA	2	15	NA	0	NA	NA	2	0
"452"	3318	"Dehnel 1968"	8869	1968	"Clopenthixol"	25	41	12.3762000170927	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	"at least moderate improvement"	NA	NA	1	2	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	132.5	43.725	NA	12	2	42.8	NA	"Clinical Diagnosis"	NA	1	0	109	25	2	10	NA	0	8	NA	1	0
"453"	3318	"Dehnel 1968"	9013	1968	"Perphenazine"	25	36.1	12.3762000170927	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	"at least moderate improvement"	NA	NA	1	2	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	51.2	34.3624161073826	NA	12	2	42.8	NA	"Clinical Diagnosis"	NA	1	0	107	25	2	10	NA	0	3	NA	1	0
